a	d	CA	CB	CC	CD	CD	CE	CW
ATM0	DATE0	    -3192.    -2161.     2161.     2543.     1326.     1907.
ATM0	DATE1	     -297.       48.      -48.     1379.      -85.     1322.
ATM0	DATE2	     3036.       -7.        7.      851.    -1426.     3622.
ATM0	DATE3	     -485.      970.     -970.      910.      -84.     1113.
ATM0	DATE4	    -1286.    -1353.     1353.      512.     -583.     2397.
ATM0	DATE5	     2376.     -814.      814.      355.      870.      989.
ATM0	DATE6	     6589.    -2597.     2597.      374.     1755.     1201.
ATM0	DATE7	      205.    -2314.     2314.      652.     1931.      830.
ATM0	DATE8	     1159.      611.     -611.      179.     -796.     1764.
ATM0	DATE9	     1236.     -296.      296.      926.    -1594.     2270.
ATM0	DATE10	      762.    -3256.     3256.      429.     1307.     2428.
ATM0	DATE11	      437.     1123.    -1123.     1965.    -2587.     3439.
ATM0	DATE12	      147.      464.     -464.     3276.     -565.     1504.
ATM0	DATE13	       60.     2009.    -2009.      719.     1601.      354.
ATM0	DATE14	    -1223.     -564.      564.     2038.     -650.     2500.
ATM0	DATE15	     -942.      925.     -925.      785.     -799.     1783.
ATM0	DATE16	      267.     -784.      784.     2051.    -1421.     2861.
ATM0	DATE17	      650.      -95.       95.      504.      947.     2060.
ATM0	DATE18	     2993.       77.      -77.      329.       43.     2744.
ATM0	DATE19	     1006.     -996.      996.       98.     -456.     2853.
ATM0	DATE20	     2597.      933.     -933.     2724.     -282.     2314.
ATM0	DATE21	     2732.     1991.    -1991.      948.    -1454.     1597.
ATM0	DATE22	     1909.      555.     -555.      815.    -3654.     4340.
ATM0	DATE23	     2401.    -1212.     1212.     3242.      975.      410.
ATM0	DATE24	      434.     -739.      739.     1735.      981.     1155.
ATM0	DATE25	     5300.     -530.      530.      500.    -2716.     3641.
ATM0	DATE26	     3025.     -171.      171.      975.    -1243.     2235.
ATM0	DATE27	      507.     -732.      732.      908.      401.     1248.
ATM0	DATE28	      849.     1679.    -1679.     3785.    -3210.     3520.
ATM0	DATE29	     -749.     -954.      954.     1710.    -1136.     2273.
ATM0	DATE30	     5836.     2589.    -2589.      806.    -1132.     1220.
ATM0	DATE31	     5906.     -206.      206.      438.    -2114.     3838.
ATM0	DATE32	      278.      531.     -531.      326.    -2075.     3404.
ATM0	DATE33	     -994.     -789.      789.      452.      265.     1051.
ATM0	DATE34	      746.    -2308.     2308.      506.     1007.     1410.
ATM0	DATE35	      779.     1266.    -1266.      182.    -3394.     4205.
ATM0	DATE36	     -356.    -1150.     1150.      750.      554.     1992.
ATM0	DATE37	     -758.      644.     -644.      437.     -929.     1786.
ATM0	DATE38	      885.      497.     -497.      393.     -363.     1489.
ATM0	DATE39	     1314.     1609.    -1609.     1140.       24.      477.
ATM0	DATE40	     2173.     1931.    -1931.      337.    -2500.     2657.
ATM0	DATE41	     1126.      591.     -591.      524.    -1307.     2561.
ATM0	DATE42	     4220.     1189.    -1189.      879.      830.     1432.
ATM0	DATE43	     -760.      599.     -599.      922.      157.     1833.
ATM0	DATE44	     4360.       62.      -62.      389.    -2203.     3730.
ATM0	DATE45	     -840.     -939.      939.     1032.      967.      857.
ATM0	DATE46	     5950.     1137.    -1137.     2477.      -37.      714.
ATM0	DATE47	     5827.     3201.    -3201.      105.    -1583.     1637.
ATM0	DATE48	    -1144.    -2201.     2201.       15.      758.     1896.
ATM0	DATE49	     3353.     2773.    -2773.       72.    -2355.     2833.
ATM0	DATE50	     7305.     1498.    -1498.     2843.    -2742.     2857.
ATM0	DATE51	     1324.      498.     -498.       78.     -314.      871.
ATM0	DATE52	    -2631.    -1540.     1540.      294.      843.     2816.
ATM0	DATE53	      702.     -485.      485.     1310.      -72.     1898.
ATM0	DATE54	     6636.     -911.      911.      562.    -1017.     2521.
ATM0	DATE55	     3193.     2326.    -2326.      227.      655.      208.
ATM0	DATE56	     -218.      -64.       64.      322.    -2731.     3744.
ATM0	DATE57	    12305.    -1436.     1436.     3621.     -356.     1950.
ATM0	DATE58	     2202.      510.     -510.      121.    -2359.     2765.
ATM0	DATE59	     -589.     1146.    -1146.      219.     1815.      122.
ATM0	DATE60	    -1241.     -567.      567.      287.      789.      783.
ATM0	DATE61	     -688.    -1611.     1611.     1305.     2342.       96.
ATM0	DATE62	     5795.     -960.      960.     2163.      131.     1469.
ATM0	DATE63	      449.    -3021.     3021.      248.      438.     3337.
ATM0	DATE64	      -51.     1985.    -1985.       42.     -549.      651.
ATM0	DATE65	     2733.     -705.      705.     1188.     -712.     1454.
ATM0	DATE66	     7539.      487.     -487.      583.     -141.      940.
ATM0	DATE67	    -1077.     -652.      652.      683.     -503.     1831.
ATM0	DATE68	    -1926.     -419.      419.     1202.     -917.     2889.
ATM0	DATE69	     1858.     -189.      189.     1062.    -3591.     4184.
ATM0	DATE70	     2181.      187.     -187.      976.      -21.     1580.
ATM0	DATE71	     1035.     -657.      657.      125.      241.     1136.
ATM0	DATE72	      753.     1869.    -1869.     1082.      890.      290.
ATM0	DATE73	     5175.     1755.    -1755.      355.     -904.     2503.
ATM0	DATE74	     -658.      315.     -315.      134.     -788.     2652.
ATM0	DATE75	     2377.     3502.    -3502.      729.    -1182.     2439.
ATM0	DATE76	     -940.     1706.    -1706.      425.      631.      615.
ATM0	DATE77	     2097.    -3990.     3990.      837.     2458.     1607.
ATM0	DATE78	    -2062.    -1525.     1525.       59.      323.     2169.
ATM0	DATE79	      334.     1320.    -1320.      323.    -3329.     3945.
ATM0	DATE80	      226.    -1046.     1046.     2134.     2263.      632.
ATM0	DATE81	        1.     -118.      118.      377.      421.     2455.
ATM0	DATE82	     7757.     1833.    -1833.     1619.      417.      934.
ATM0	DATE83	     -129.     1003.    -1003.     1074.    -1473.     2363.
ATM0	DATE84	     1425.    -1835.     1835.      719.      998.     1949.
ATM0	DATE85	     2152.     3294.    -3294.      194.    -3430.     3830.
ATM0	DATE86	     -432.     -133.      133.     1601.    -2213.     2773.
ATM0	DATE87	     1716.    -1594.     1594.       98.      384.     1586.
ATM0	DATE88	       74.     2498.    -2498.      188.    -3576.     3737.
ATM0	DATE89	      773.     1118.    -1118.     3063.      508.      839.
ATM0	DATE90	     -323.      485.     -485.      367.     1013.      752.
ATM0	DATE91	      198.     1704.    -1704.       33.      146.      986.
ATM0	DATE92	     6186.     -527.      527.      263.     -254.     1803.
ATM0	DATE93	    -1636.    -1661.     1661.      748.     3113.      884.
ATM0	DATE94	     -874.      -98.       98.     1069.     -722.     1771.
ATM0	DATE95	     -687.     -724.      724.      363.     -668.     2388.
ATM0	DATE96	     -744.      -54.       54.     1494.     -684.     2036.
ATM0	DATE97	      955.      189.     -189.      261.      852.      909.
ATM0	DATE98	     1193.     1320.    -1320.      208.    -2689.     2754.
ATM0	DATE99	     8017.     -426.      426.     2008.      944.      549.
ATM1	DATE0	    -1992.    -1662.     1662.      899.     2594.      415.
ATM1	DATE1	      588.     -621.      621.      246.    -3755.     5364.
ATM1	DATE2	       38.      977.     -977.     3027.     -557.     2701.
ATM1	DATE3	     1460.     3193.    -3193.      608.    -2230.     2613.
ATM1	DATE4	     2397.    -2081.     2081.      538.     1738.     1376.
ATM1	DATE5	     3041.      103.     -103.      576.    -1281.     2548.
ATM1	DATE6	    -2021.    -2505.     2505.      147.     1585.     1686.
ATM1	DATE7	     -332.    -1207.     1207.     1314.      -38.     1331.
ATM1	DATE8	    -1092.    -1728.     1728.      962.     1289.     2028.
ATM1	DATE9	    -1421.      448.     -448.     1655.     1273.     1502.
ATM1	DATE10	     7301.     2634.    -2634.      773.     -410.      714.
ATM1	DATE11	    -1958.    -1955.     1955.     2166.     -867.     3569.
ATM1	DATE12	      944.     -210.      210.      288.    -2017.     3098.
ATM1	DATE13	      -98.     2610.    -2610.     1674.     -636.     1005.
